"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Requested.Date","Requested.Time","Drop.timestamp","Drop.Date","Drop.Time","Request.Date.Hour","Request.Date.Mins","Drop.Date.Hour","Drop.Date.Mins","travel.time.mins","trip.direction","new_seq","RequestedTimeSlot","wait_time"
"1705",1717,"City",NA,"No Cars Available",2016-07-12 08:07:00,"2016-07-12","08:07:00",NA,NA,NA,8,7,NA,NA,NA,"City to Airport",1705,"Morning (08:00 to 12:00)",NA
"1706",1716,"City",NA,"No Cars Available",2016-07-12 08:07:00,"2016-07-12","08:07:00",NA,NA,NA,8,7,NA,NA,NA,"City to Airport",1706,"Morning (08:00 to 12:00)",NA
"1707",1705,"City",197,"Trip Completed",2016-07-12 08:08:00,"2016-07-12","08:08:00",2016-07-12 09:00:00,"2016-07-12","09:00:00",8,8,9,0,52,"City to Airport",1707,"Morning (08:00 to 12:00)",883
"1708",1713,"Airport",220,"Trip Completed",2016-07-12 08:08:00,"2016-07-12","08:08:00",2016-07-12 08:45:00,"2016-07-12","08:45:00",8,8,8,45,37,"Airport to City",1708,"Morning (08:00 to 12:00)",NA
"1709",1709,"City",292,"Trip Completed",2016-07-12 08:09:00,"2016-07-12","08:09:00",2016-07-12 09:11:00,"2016-07-12","09:11:00",8,9,9,11,62,"City to Airport",1709,"Morning (08:00 to 12:00)",538.85
"1710",1721,"City",55,"Trip Completed",2016-07-12 08:10:00,"2016-07-12","08:10:00",2016-07-12 08:47:00,"2016-07-12","08:47:00",8,10,8,47,37,"City to Airport",1710,"Morning (08:00 to 12:00)",538.85
"1711",1708,"Airport",221,"Trip Completed",2016-07-12 08:10:00,"2016-07-12","08:10:00",2016-07-12 08:39:00,"2016-07-12","08:39:00",8,10,8,39,29,"Airport to City",1711,"Morning (08:00 to 12:00)",NA
"1712",1707,"City",206,"Cancelled",2016-07-12 08:10:00,"2016-07-12","08:10:00",NA,NA,NA,8,10,NA,NA,NA,"City to Airport",1712,"Morning (08:00 to 12:00)",NA
"1713",1706,"City",199,"Trip Completed",2016-07-12 08:11:00,"2016-07-12","08:11:00",2016-07-12 09:12:00,"2016-07-12","09:12:00",8,11,9,12,61,"City to Airport",1713,"Morning (08:00 to 12:00)",199
"1714",1710,"City",NA,"No Cars Available",2016-07-12 08:11:00,"2016-07-12","08:11:00",NA,NA,NA,8,11,NA,NA,NA,"City to Airport",1714,"Morning (08:00 to 12:00)",NA
"1715",1711,"City",NA,"No Cars Available",2016-07-12 08:12:00,"2016-07-12","08:12:00",NA,NA,NA,8,12,NA,NA,NA,"City to Airport",1715,"Morning (08:00 to 12:00)",NA
"1716",1715,"City",NA,"No Cars Available",2016-07-12 08:13:00,"2016-07-12","08:13:00",NA,NA,NA,8,13,NA,NA,NA,"City to Airport",1716,"Morning (08:00 to 12:00)",NA
"1717",1712,"Airport",67,"Trip Completed",2016-07-12 08:14:00,"2016-07-12","08:14:00",2016-07-12 09:06:00,"2016-07-12","09:06:00",8,14,9,6,52,"Airport to City",1717,"Morning (08:00 to 12:00)",NA
"1718",1714,"Airport",272,"Trip Completed",2016-07-12 08:14:00,"2016-07-12","08:14:00",2016-07-12 09:22:00,"2016-07-12","09:22:00",8,14,9,22,68,"Airport to City",1718,"Morning (08:00 to 12:00)",NA
"1719",1718,"City",278,"Cancelled",2016-07-12 08:14:00,"2016-07-12","08:14:00",NA,NA,NA,8,14,NA,NA,NA,"City to Airport",1719,"Morning (08:00 to 12:00)",NA
"1720",1719,"City",NA,"No Cars Available",2016-07-12 08:14:00,"2016-07-12","08:14:00",NA,NA,NA,8,14,NA,NA,NA,"City to Airport",1720,"Morning (08:00 to 12:00)",NA
"1721",1720,"City",NA,"No Cars Available",2016-07-12 08:16:00,"2016-07-12","08:16:00",NA,NA,NA,8,16,NA,NA,NA,"City to Airport",1721,"Morning (08:00 to 12:00)",NA
"1722",1722,"City",63,"Cancelled",2016-07-12 08:17:00,"2016-07-12","08:17:00",NA,NA,NA,8,17,NA,NA,NA,"City to Airport",1722,"Morning (08:00 to 12:00)",NA
"1723",1725,"City",246,"Cancelled",2016-07-12 08:17:00,"2016-07-12","08:17:00",NA,NA,NA,8,17,NA,NA,NA,"City to Airport",1723,"Morning (08:00 to 12:00)",NA
"1724",1727,"City",NA,"No Cars Available",2016-07-12 08:17:00,"2016-07-12","08:17:00",NA,NA,NA,8,17,NA,NA,NA,"City to Airport",1724,"Morning (08:00 to 12:00)",NA
"1725",1723,"City",65,"Cancelled",2016-07-12 08:18:00,"2016-07-12","08:18:00",NA,NA,NA,8,18,NA,NA,NA,"City to Airport",1725,"Morning (08:00 to 12:00)",NA
"1726",1724,"City",271,"Trip Completed",2016-07-12 08:19:00,"2016-07-12","08:19:00",2016-07-12 09:27:00,"2016-07-12","09:27:00",8,19,9,27,68,"City to Airport",1726,"Morning (08:00 to 12:00)",538.85
"1727",1732,"City",73,"Cancelled",2016-07-12 08:19:00,"2016-07-12","08:19:00",NA,NA,NA,8,19,NA,NA,NA,"City to Airport",1727,"Morning (08:00 to 12:00)",NA
"1728",1729,"City",NA,"No Cars Available",2016-07-12 08:19:00,"2016-07-12","08:19:00",NA,NA,NA,8,19,NA,NA,NA,"City to Airport",1728,"Morning (08:00 to 12:00)",NA
"1729",1728,"City",131,"Cancelled",2016-07-12 08:20:00,"2016-07-12","08:20:00",NA,NA,NA,8,20,NA,NA,NA,"City to Airport",1729,"Morning (08:00 to 12:00)",NA
"1730",1745,"City",172,"Trip Completed",2016-07-12 08:22:00,"2016-07-12","08:22:00",2016-07-12 09:13:00,"2016-07-12","09:13:00",8,22,9,13,51,"City to Airport",1730,"Morning (08:00 to 12:00)",538.85
"1731",1733,"City",102,"Cancelled",2016-07-12 08:23:00,"2016-07-12","08:23:00",NA,NA,NA,8,23,NA,NA,NA,"City to Airport",1731,"Morning (08:00 to 12:00)",NA
"1732",1730,"City",222,"Cancelled",2016-07-12 08:25:00,"2016-07-12","08:25:00",NA,NA,NA,8,25,NA,NA,NA,"City to Airport",1732,"Morning (08:00 to 12:00)",NA
"1733",1734,"City",259,"Cancelled",2016-07-12 08:25:00,"2016-07-12","08:25:00",NA,NA,NA,8,25,NA,NA,NA,"City to Airport",1733,"Morning (08:00 to 12:00)",NA
"1734",1726,"City",277,"Cancelled",2016-07-12 08:25:00,"2016-07-12","08:25:00",NA,NA,NA,8,25,NA,NA,NA,"City to Airport",1734,"Morning (08:00 to 12:00)",NA
"1735",1738,"City",132,"Cancelled",2016-07-12 08:26:00,"2016-07-12","08:26:00",NA,NA,NA,8,26,NA,NA,NA,"City to Airport",1735,"Morning (08:00 to 12:00)",NA
"1736",1731,"City",NA,"No Cars Available",2016-07-12 08:26:00,"2016-07-12","08:26:00",NA,NA,NA,8,26,NA,NA,NA,"City to Airport",1736,"Morning (08:00 to 12:00)",NA
"1737",1736,"City",NA,"No Cars Available",2016-07-12 08:26:00,"2016-07-12","08:26:00",NA,NA,NA,8,26,NA,NA,NA,"City to Airport",1737,"Morning (08:00 to 12:00)",NA
"1738",1747,"City",182,"Cancelled",2016-07-12 08:27:00,"2016-07-12","08:27:00",NA,NA,NA,8,27,NA,NA,NA,"City to Airport",1738,"Morning (08:00 to 12:00)",NA
"1739",1735,"City",250,"Trip Completed",2016-07-12 08:28:00,"2016-07-12","08:28:00",2016-07-12 09:33:00,"2016-07-12","09:33:00",8,28,9,33,65,"City to Airport",1739,"Morning (08:00 to 12:00)",538.85
"1740",1743,"Airport",295,"Trip Completed",2016-07-12 08:28:00,"2016-07-12","08:28:00",2016-07-12 09:10:00,"2016-07-12","09:10:00",8,28,9,10,42,"Airport to City",1740,"Morning (08:00 to 12:00)",NA
"1741",1742,"City",135,"Cancelled",2016-07-12 08:30:00,"2016-07-12","08:30:00",NA,NA,NA,8,30,NA,NA,NA,"City to Airport",1741,"Morning (08:00 to 12:00)",NA
"1742",1739,"City",203,"Cancelled",2016-07-12 08:30:00,"2016-07-12","08:30:00",NA,NA,NA,8,30,NA,NA,NA,"City to Airport",1742,"Morning (08:00 to 12:00)",NA
"1743",1746,"City",NA,"No Cars Available",2016-07-12 08:30:00,"2016-07-12","08:30:00",NA,NA,NA,8,30,NA,NA,NA,"City to Airport",1743,"Morning (08:00 to 12:00)",NA
"1744",1737,"City",NA,"No Cars Available",2016-07-12 08:30:00,"2016-07-12","08:30:00",NA,NA,NA,8,30,NA,NA,NA,"City to Airport",1744,"Morning (08:00 to 12:00)",NA
"1745",1741,"Airport",64,"Trip Completed",2016-07-12 08:32:00,"2016-07-12","08:32:00",2016-07-12 09:08:00,"2016-07-12","09:08:00",8,32,9,8,36,"Airport to City",1745,"Morning (08:00 to 12:00)",NA
"1746",1740,"City",NA,"No Cars Available",2016-07-12 08:32:00,"2016-07-12","08:32:00",NA,NA,NA,8,32,NA,NA,NA,"City to Airport",1746,"Morning (08:00 to 12:00)",NA
"1747",1748,"City",89,"Trip Completed",2016-07-12 08:33:00,"2016-07-12","08:33:00",2016-07-12 09:14:00,"2016-07-12","09:14:00",8,33,9,14,41,"City to Airport",1747,"Morning (08:00 to 12:00)",538.85
"1748",1749,"City",160,"Cancelled",2016-07-12 08:33:00,"2016-07-12","08:33:00",NA,NA,NA,8,33,NA,NA,NA,"City to Airport",1748,"Morning (08:00 to 12:00)",NA
"1749",1752,"City",NA,"No Cars Available",2016-07-12 08:36:00,"2016-07-12","08:36:00",NA,NA,NA,8,36,NA,NA,NA,"City to Airport",1749,"Morning (08:00 to 12:00)",NA
"1750",1757,"City",79,"Cancelled",2016-07-12 08:38:00,"2016-07-12","08:38:00",NA,NA,NA,8,38,NA,NA,NA,"City to Airport",1750,"Morning (08:00 to 12:00)",NA
"1751",1751,"Airport",269,"Trip Completed",2016-07-12 08:39:00,"2016-07-12","08:39:00",2016-07-12 09:29:00,"2016-07-12","09:29:00",8,39,9,29,50,"Airport to City",1751,"Morning (08:00 to 12:00)",NA
"1752",1753,"City",NA,"No Cars Available",2016-07-12 08:39:00,"2016-07-12","08:39:00",NA,NA,NA,8,39,NA,NA,NA,"City to Airport",1752,"Morning (08:00 to 12:00)",NA
"1753",1756,"Airport",5,"Trip Completed",2016-07-12 08:40:00,"2016-07-12","08:40:00",2016-07-12 09:23:00,"2016-07-12","09:23:00",8,40,9,23,43,"Airport to City",1753,"Morning (08:00 to 12:00)",NA
"1754",1755,"City",168,"Cancelled",2016-07-12 08:40:00,"2016-07-12","08:40:00",NA,NA,NA,8,40,NA,NA,NA,"City to Airport",1754,"Morning (08:00 to 12:00)",NA
"1755",1754,"City",118,"Trip Completed",2016-07-12 08:42:00,"2016-07-12","08:42:00",2016-07-12 09:39:00,"2016-07-12","09:39:00",8,42,9,39,57,"City to Airport",1755,"Morning (08:00 to 12:00)",538.85
"1756",1750,"City",NA,"No Cars Available",2016-07-12 08:43:00,"2016-07-12","08:43:00",NA,NA,NA,8,43,NA,NA,NA,"City to Airport",1756,"Morning (08:00 to 12:00)",NA
"1757",1758,"Airport",105,"Trip Completed",2016-07-12 08:44:00,"2016-07-12","08:44:00",2016-07-12 09:19:00,"2016-07-12","09:19:00",8,44,9,19,35,"Airport to City",1757,"Morning (08:00 to 12:00)",NA
"1758",1766,"Airport",43,"Trip Completed",2016-07-12 08:45:00,"2016-07-12","08:45:00",2016-07-12 09:52:00,"2016-07-12","09:52:00",8,45,9,52,67,"Airport to City",1758,"Morning (08:00 to 12:00)",NA
"1759",1760,"City",NA,"No Cars Available",2016-07-12 08:45:00,"2016-07-12","08:45:00",NA,NA,NA,8,45,NA,NA,NA,"City to Airport",1759,"Morning (08:00 to 12:00)",NA
"1760",1759,"Airport",126,"Trip Completed",2016-07-12 08:46:00,"2016-07-12","08:46:00",2016-07-12 09:56:00,"2016-07-12","09:56:00",8,46,9,56,70,"Airport to City",1760,"Morning (08:00 to 12:00)",NA
"1761",1767,"City",70,"Cancelled",2016-07-12 08:46:00,"2016-07-12","08:46:00",NA,NA,NA,8,46,NA,NA,NA,"City to Airport",1761,"Morning (08:00 to 12:00)",NA
"1762",1761,"Airport",NA,"No Cars Available",2016-07-12 08:48:00,"2016-07-12","08:48:00",NA,NA,NA,8,48,NA,NA,NA,"Airport to City",1762,"Morning (08:00 to 12:00)",NA
"1763",1765,"Airport",NA,"No Cars Available",2016-07-12 08:48:00,"2016-07-12","08:48:00",NA,NA,NA,8,48,NA,NA,NA,"Airport to City",1763,"Morning (08:00 to 12:00)",NA
"1764",1770,"City",28,"Cancelled",2016-07-12 08:50:00,"2016-07-12","08:50:00",NA,NA,NA,8,50,NA,NA,NA,"City to Airport",1764,"Morning (08:00 to 12:00)",NA
"1765",1762,"City",210,"Cancelled",2016-07-12 08:50:00,"2016-07-12","08:50:00",NA,NA,NA,8,50,NA,NA,NA,"City to Airport",1765,"Morning (08:00 to 12:00)",NA
"1766",1763,"City",266,"Cancelled",2016-07-12 08:51:00,"2016-07-12","08:51:00",NA,NA,NA,8,51,NA,NA,NA,"City to Airport",1766,"Morning (08:00 to 12:00)",NA
"1767",1774,"Airport",297,"Trip Completed",2016-07-12 08:53:00,"2016-07-12","08:53:00",2016-07-12 10:00:00,"2016-07-12","10:00:00",8,53,10,0,67,"Airport to City",1767,"Morning (08:00 to 12:00)",NA
"1768",1768,"City",NA,"No Cars Available",2016-07-12 08:53:00,"2016-07-12","08:53:00",NA,NA,NA,8,53,NA,NA,NA,"City to Airport",1768,"Morning (08:00 to 12:00)",NA
"1769",1772,"Airport",135,"Trip Completed",2016-07-12 08:54:00,"2016-07-12","08:54:00",2016-07-12 09:32:00,"2016-07-12","09:32:00",8,54,9,32,38,"Airport to City",1769,"Morning (08:00 to 12:00)",NA
"1770",1764,"City",NA,"No Cars Available",2016-07-12 08:54:00,"2016-07-12","08:54:00",NA,NA,NA,8,54,NA,NA,NA,"City to Airport",1770,"Morning (08:00 to 12:00)",NA
"1771",1779,"Airport",NA,"No Cars Available",2016-07-12 08:55:00,"2016-07-12","08:55:00",NA,NA,NA,8,55,NA,NA,NA,"Airport to City",1771,"Morning (08:00 to 12:00)",NA
"1772",1771,"City",47,"Trip Completed",2016-07-12 08:56:00,"2016-07-12","08:56:00",2016-07-12 09:27:00,"2016-07-12","09:27:00",8,56,9,27,31,"City to Airport",1772,"Morning (08:00 to 12:00)",538.85
"1773",1769,"City",8,"Trip Completed",2016-07-12 08:57:00,"2016-07-12","08:57:00",2016-07-12 09:24:00,"2016-07-12","09:24:00",8,57,9,24,27,"City to Airport",1773,"Morning (08:00 to 12:00)",538.85
"1774",1775,"City",109,"Trip Completed",2016-07-12 08:57:00,"2016-07-12","08:57:00",2016-07-12 09:52:00,"2016-07-12","09:52:00",8,57,9,52,55,"City to Airport",1774,"Morning (08:00 to 12:00)",286
"1775",1773,"Airport",212,"Trip Completed",2016-07-12 08:57:00,"2016-07-12","08:57:00",2016-07-12 10:03:00,"2016-07-12","10:03:00",8,57,10,3,66,"Airport to City",1775,"Morning (08:00 to 12:00)",NA
"1776",1780,"City",37,"Trip Completed",2016-07-12 08:58:00,"2016-07-12","08:58:00",2016-07-12 09:45:00,"2016-07-12","09:45:00",8,58,9,45,47,"City to Airport",1776,"Morning (08:00 to 12:00)",538.85
"1777",1782,"Airport",241,"Trip Completed",2016-07-12 08:58:00,"2016-07-12","08:58:00",2016-07-12 09:46:00,"2016-07-12","09:46:00",8,58,9,46,48,"Airport to City",1777,"Morning (08:00 to 12:00)",NA
"1778",1777,"City",131,"Cancelled",2016-07-12 08:58:00,"2016-07-12","08:58:00",NA,NA,NA,8,58,NA,NA,NA,"City to Airport",1778,"Morning (08:00 to 12:00)",NA
"1779",1781,"City",52,"Cancelled",2016-07-12 09:01:00,"2016-07-12","09:01:00",NA,NA,NA,9,1,NA,NA,NA,"City to Airport",1779,"Morning (08:00 to 12:00)",NA
"1780",1778,"City",243,"Cancelled",2016-07-12 09:01:00,"2016-07-12","09:01:00",NA,NA,NA,9,1,NA,NA,NA,"City to Airport",1780,"Morning (08:00 to 12:00)",NA
"1781",1776,"Airport",128,"Cancelled",2016-07-12 09:02:00,"2016-07-12","09:02:00",NA,NA,NA,9,2,NA,NA,NA,"Airport to City",1781,"Morning (08:00 to 12:00)",NA
"1782",1784,"City",245,"Cancelled",2016-07-12 09:02:00,"2016-07-12","09:02:00",NA,NA,NA,9,2,NA,NA,NA,"City to Airport",1782,"Morning (08:00 to 12:00)",NA
"1783",1786,"Airport",27,"Trip Completed",2016-07-12 09:03:00,"2016-07-12","09:03:00",2016-07-12 09:58:00,"2016-07-12","09:58:00",9,3,9,58,55,"Airport to City",1783,"Morning (08:00 to 12:00)",NA
"1784",1794,"City",25,"Cancelled",2016-07-12 09:03:00,"2016-07-12","09:03:00",NA,NA,NA,9,3,NA,NA,NA,"City to Airport",1784,"Morning (08:00 to 12:00)",NA
"1785",1795,"City",141,"Cancelled",2016-07-12 09:03:00,"2016-07-12","09:03:00",NA,NA,NA,9,3,NA,NA,NA,"City to Airport",1785,"Morning (08:00 to 12:00)",NA
"1786",1785,"City",NA,"No Cars Available",2016-07-12 09:03:00,"2016-07-12","09:03:00",NA,NA,NA,9,3,NA,NA,NA,"City to Airport",1786,"Morning (08:00 to 12:00)",NA
"1787",1790,"Airport",75,"Trip Completed",2016-07-12 09:06:00,"2016-07-12","09:06:00",2016-07-12 09:58:00,"2016-07-12","09:58:00",9,6,9,58,52,"Airport to City",1787,"Morning (08:00 to 12:00)",NA
"1788",1796,"City",176,"Cancelled",2016-07-12 09:06:00,"2016-07-12","09:06:00",NA,NA,NA,9,6,NA,NA,NA,"City to Airport",1788,"Morning (08:00 to 12:00)",NA
"1789",1783,"City",NA,"No Cars Available",2016-07-12 09:06:00,"2016-07-12","09:06:00",NA,NA,NA,9,6,NA,NA,NA,"City to Airport",1789,"Morning (08:00 to 12:00)",NA
"1790",1787,"City",52,"Cancelled",2016-07-12 09:08:00,"2016-07-12","09:08:00",NA,NA,NA,9,8,NA,NA,NA,"City to Airport",1790,"Morning (08:00 to 12:00)",NA
"1791",1791,"City",215,"Cancelled",2016-07-12 09:08:00,"2016-07-12","09:08:00",NA,NA,NA,9,8,NA,NA,NA,"City to Airport",1791,"Morning (08:00 to 12:00)",NA
"1792",1788,"City",220,"Cancelled",2016-07-12 09:08:00,"2016-07-12","09:08:00",NA,NA,NA,9,8,NA,NA,NA,"City to Airport",1792,"Morning (08:00 to 12:00)",NA
"1793",1800,"City",94,"Trip Completed",2016-07-12 09:09:00,"2016-07-12","09:09:00",2016-07-12 10:05:00,"2016-07-12","10:05:00",9,9,10,5,56,"City to Airport",1793,"Morning (08:00 to 12:00)",514.36
"1794",1789,"City",45,"Cancelled",2016-07-12 09:10:00,"2016-07-12","09:10:00",NA,NA,NA,9,10,NA,NA,NA,"City to Airport",1794,"Morning (08:00 to 12:00)",NA
"1795",1798,"City",248,"Cancelled",2016-07-12 09:10:00,"2016-07-12","09:10:00",NA,NA,NA,9,10,NA,NA,NA,"City to Airport",1795,"Morning (08:00 to 12:00)",NA
"1796",1792,"City",NA,"No Cars Available",2016-07-12 09:10:00,"2016-07-12","09:10:00",NA,NA,NA,9,10,NA,NA,NA,"City to Airport",1796,"Morning (08:00 to 12:00)",NA
"1797",1805,"Airport",73,"Trip Completed",2016-07-12 09:11:00,"2016-07-12","09:11:00",2016-07-12 10:03:00,"2016-07-12","10:03:00",9,11,10,3,52,"Airport to City",1797,"Morning (08:00 to 12:00)",NA
"1798",1802,"Airport",243,"Trip Completed",2016-07-12 09:11:00,"2016-07-12","09:11:00",2016-07-12 10:25:00,"2016-07-12","10:25:00",9,11,10,25,74,"Airport to City",1798,"Morning (08:00 to 12:00)",NA
"1799",1799,"City",NA,"No Cars Available",2016-07-12 09:11:00,"2016-07-12","09:11:00",NA,NA,NA,9,11,NA,NA,NA,"City to Airport",1799,"Morning (08:00 to 12:00)",NA
"1800",1804,"Airport",18,"Trip Completed",2016-07-12 09:12:00,"2016-07-12","09:12:00",2016-07-12 09:57:00,"2016-07-12","09:57:00",9,12,9,57,45,"Airport to City",1800,"Morning (08:00 to 12:00)",NA
"1801",1809,"Airport",10,"Trip Completed",2016-07-12 09:13:00,"2016-07-12","09:13:00",2016-07-12 10:01:00,"2016-07-12","10:01:00",9,13,10,1,48,"Airport to City",1801,"Morning (08:00 to 12:00)",NA
"1802",1808,"Airport",211,"Trip Completed",2016-07-12 09:13:00,"2016-07-12","09:13:00",2016-07-12 10:30:00,"2016-07-12","10:30:00",9,13,10,30,77,"Airport to City",1802,"Morning (08:00 to 12:00)",NA
"1803",1793,"City",163,"Cancelled",2016-07-12 09:13:00,"2016-07-12","09:13:00",NA,NA,NA,9,13,NA,NA,NA,"City to Airport",1803,"Morning (08:00 to 12:00)",NA
"1804",1803,"City",NA,"No Cars Available",2016-07-12 09:13:00,"2016-07-12","09:13:00",NA,NA,NA,9,13,NA,NA,NA,"City to Airport",1804,"Morning (08:00 to 12:00)",NA
"1805",1811,"City",266,"Trip Completed",2016-07-12 09:14:00,"2016-07-12","09:14:00",2016-07-12 10:07:00,"2016-07-12","10:07:00",9,14,10,7,53,"City to Airport",1805,"Morning (08:00 to 12:00)",514.36
"1806",1797,"Airport",177,"Trip Completed",2016-07-12 09:15:00,"2016-07-12","09:15:00",2016-07-12 09:41:00,"2016-07-12","09:41:00",9,15,9,41,26,"Airport to City",1806,"Morning (08:00 to 12:00)",NA
"1807",1806,"City",NA,"No Cars Available",2016-07-12 09:15:00,"2016-07-12","09:15:00",NA,NA,NA,9,15,NA,NA,NA,"City to Airport",1807,"Morning (08:00 to 12:00)",NA
"1808",1812,"Airport",181,"Trip Completed",2016-07-12 09:16:00,"2016-07-12","09:16:00",2016-07-12 10:09:00,"2016-07-12","10:09:00",9,16,10,9,53,"Airport to City",1808,"Morning (08:00 to 12:00)",NA
"1809",1807,"City",1,"Trip Completed",2016-07-12 09:17:00,"2016-07-12","09:17:00",2016-07-12 09:58:00,"2016-07-12","09:58:00",9,17,9,58,41,"City to Airport",1809,"Morning (08:00 to 12:00)",514.36
"1810",1810,"City",154,"Trip Completed",2016-07-12 09:18:00,"2016-07-12","09:18:00",2016-07-12 09:54:00,"2016-07-12","09:54:00",9,18,9,54,36,"City to Airport",1810,"Morning (08:00 to 12:00)",514.36
"1811",1801,"City",138,"Cancelled",2016-07-12 09:18:00,"2016-07-12","09:18:00",NA,NA,NA,9,18,NA,NA,NA,"City to Airport",1811,"Morning (08:00 to 12:00)",NA
"1812",1814,"City",38,"Trip Completed",2016-07-12 09:19:00,"2016-07-12","09:19:00",2016-07-12 09:59:00,"2016-07-12","09:59:00",9,19,9,59,40,"City to Airport",1812,"Morning (08:00 to 12:00)",514.36
"1813",1813,"Airport",NA,"No Cars Available",2016-07-12 09:19:00,"2016-07-12","09:19:00",NA,NA,NA,9,19,NA,NA,NA,"Airport to City",1813,"Morning (08:00 to 12:00)",NA
"1814",1815,"City",97,"Cancelled",2016-07-12 09:20:00,"2016-07-12","09:20:00",NA,NA,NA,9,20,NA,NA,NA,"City to Airport",1814,"Morning (08:00 to 12:00)",NA
"1815",1816,"City",14,"Trip Completed",2016-07-12 09:24:00,"2016-07-12","09:24:00",2016-07-12 10:07:00,"2016-07-12","10:07:00",9,24,10,7,43,"City to Airport",1815,"Morning (08:00 to 12:00)",514.36
"1816",1820,"City",190,"Cancelled",2016-07-12 09:24:00,"2016-07-12","09:24:00",NA,NA,NA,9,24,NA,NA,NA,"City to Airport",1816,"Morning (08:00 to 12:00)",NA
"1817",1819,"City",138,"Cancelled",2016-07-12 09:25:00,"2016-07-12","09:25:00",NA,NA,NA,9,25,NA,NA,NA,"City to Airport",1817,"Morning (08:00 to 12:00)",NA
"1818",1826,"City",4,"Trip Completed",2016-07-12 09:27:00,"2016-07-12","09:27:00",2016-07-12 10:27:00,"2016-07-12","10:27:00",9,27,10,27,60,"City to Airport",1818,"Morning (08:00 to 12:00)",514.36
"1819",1831,"Airport",255,"Cancelled",2016-07-12 09:27:00,"2016-07-12","09:27:00",NA,NA,NA,9,27,NA,NA,NA,"Airport to City",1819,"Morning (08:00 to 12:00)",NA
"1820",1818,"Airport",116,"Trip Completed",2016-07-12 09:29:00,"2016-07-12","09:29:00",2016-07-12 10:38:00,"2016-07-12","10:38:00",9,29,10,38,69,"Airport to City",1820,"Morning (08:00 to 12:00)",NA
"1821",1817,"City",44,"Cancelled",2016-07-12 09:29:00,"2016-07-12","09:29:00",NA,NA,NA,9,29,NA,NA,NA,"City to Airport",1821,"Morning (08:00 to 12:00)",NA
"1822",1821,"Airport",199,"Trip Completed",2016-07-12 09:31:00,"2016-07-12","09:31:00",2016-07-12 10:36:00,"2016-07-12","10:36:00",9,31,10,36,65,"Airport to City",1822,"Morning (08:00 to 12:00)",NA
"1823",1823,"City",NA,"No Cars Available",2016-07-12 09:31:00,"2016-07-12","09:31:00",NA,NA,NA,9,31,NA,NA,NA,"City to Airport",1823,"Morning (08:00 to 12:00)",NA
"1824",1822,"City",NA,"No Cars Available",2016-07-12 09:31:00,"2016-07-12","09:31:00",NA,NA,NA,9,31,NA,NA,NA,"City to Airport",1824,"Morning (08:00 to 12:00)",NA
"1825",1824,"City",NA,"No Cars Available",2016-07-12 09:31:00,"2016-07-12","09:31:00",NA,NA,NA,9,31,NA,NA,NA,"City to Airport",1825,"Morning (08:00 to 12:00)",NA
"1826",1830,"City",102,"Trip Completed",2016-07-12 09:33:00,"2016-07-12","09:33:00",2016-07-12 10:43:00,"2016-07-12","10:43:00",9,33,10,43,70,"City to Airport",1826,"Morning (08:00 to 12:00)",514.36
"1827",1829,"Airport",222,"Trip Completed",2016-07-12 09:33:00,"2016-07-12","09:33:00",2016-07-12 10:20:00,"2016-07-12","10:20:00",9,33,10,20,47,"Airport to City",1827,"Morning (08:00 to 12:00)",NA
"1828",1828,"City",172,"Cancelled",2016-07-12 09:33:00,"2016-07-12","09:33:00",NA,NA,NA,9,33,NA,NA,NA,"City to Airport",1828,"Morning (08:00 to 12:00)",NA
"1829",1834,"City",229,"Cancelled",2016-07-12 09:33:00,"2016-07-12","09:33:00",NA,NA,NA,9,33,NA,NA,NA,"City to Airport",1829,"Morning (08:00 to 12:00)",NA
"1830",1833,"City",192,"Cancelled",2016-07-12 09:34:00,"2016-07-12","09:34:00",NA,NA,NA,9,34,NA,NA,NA,"City to Airport",1830,"Morning (08:00 to 12:00)",NA
"1831",1835,"Airport",36,"Trip Completed",2016-07-12 09:35:00,"2016-07-12","09:35:00",2016-07-12 10:30:00,"2016-07-12","10:30:00",9,35,10,30,55,"Airport to City",1831,"Morning (08:00 to 12:00)",NA
"1832",1827,"Airport",147,"Trip Completed",2016-07-12 09:35:00,"2016-07-12","09:35:00",2016-07-12 10:24:00,"2016-07-12","10:24:00",9,35,10,24,49,"Airport to City",1832,"Morning (08:00 to 12:00)",NA
"1833",1825,"City",213,"Cancelled",2016-07-12 09:35:00,"2016-07-12","09:35:00",NA,NA,NA,9,35,NA,NA,NA,"City to Airport",1833,"Morning (08:00 to 12:00)",NA
"1834",1832,"Airport",287,"Trip Completed",2016-07-12 09:36:00,"2016-07-12","09:36:00",2016-07-12 10:08:00,"2016-07-12","10:08:00",9,36,10,8,32,"Airport to City",1834,"Morning (08:00 to 12:00)",NA
"1835",1837,"City",227,"Cancelled",2016-07-12 09:36:00,"2016-07-12","09:36:00",NA,NA,NA,9,36,NA,NA,NA,"City to Airport",1835,"Morning (08:00 to 12:00)",NA
"1836",1836,"Airport",173,"Trip Completed",2016-07-12 09:37:00,"2016-07-12","09:37:00",2016-07-12 10:19:00,"2016-07-12","10:19:00",9,37,10,19,42,"Airport to City",1836,"Morning (08:00 to 12:00)",NA
